Date,paladio
2022-06-30,1908.699951171875
2022-07-01,1930.800048828125
2022-07-05,1911.699951171875
2022-07-06,1889.199951171875
2022-07-07,1987.4000244140625
2022-07-08,2151.199951171875
2022-07-11,2166.199951171875
2022-07-12,2010.199951171875
2022-07-13,1966.0
2022-07-14,1892.699951171875
2022-07-15,1824.0
2022-07-18,1843.699951171875
2022-07-19,1848.800048828125
2022-07-20,1856.0
2022-07-21,1871.0999755859375
2022-07-22,2013.199951171875
2022-07-25,1997.699951171875
2022-07-26,2005.800048828125
2022-07-27,1999.0
2022-07-28,2079.39990234375
2022-07-29,2128.89990234375
2022-08-01,2198.60009765625
2022-08-02,2086.699951171875
2022-08-03,2004.4000244140625
2022-08-04,2075.300048828125
2022-08-05,2126.300048828125
2022-08-08,2239.300048828125
2022-08-09,2216.60009765625
2022-08-10,2243.699951171875
2022-08-11,2285.800048828125
2022-08-12,2216.800048828125
2022-08-15,2155.89990234375
2022-08-16,2146.60009765625
2022-08-17,2134.300048828125
2022-08-18,2147.0
2022-08-19,2129.0
2022-08-22,1980.300048828125
2022-08-23,1971.4000244140625
2022-08-24,2024.0999755859375
2022-08-25,2138.300048828125
2022-08-26,2120.39990234375
2022-08-29,2123.300048828125
2022-08-30,2079.60009765625
2022-08-31,2066.60009765625
2022-09-01,1982.800048828125
2022-09-02,2012.300048828125
2022-09-06,1956.4000244140625
2022-09-07,2007.9000244140625
2022-09-08,2132.0
2022-09-09,2162.699951171875
2022-09-12,2259.199951171875
2022-09-13,2095.699951171875
2022-09-14,2158.300048828125
2022-09-15,2131.300048828125
2022-09-16,2098.10009765625
2022-09-19,2203.89990234375
2022-09-20,2156.10009765625
2022-09-21,2109.0
2022-09-22,2160.5
2022-09-23,2056.5
2022-09-26,2035.5
2022-09-27,2076.89990234375
2022-09-28,2150.60009765625
2022-09-29,2202.10009765625
2022-09-30,2173.199951171875
2022-10-03,2223.199951171875
2022-10-04,2321.199951171875
2022-10-05,2246.89990234375
2022-10-06,2266.5
2022-10-07,2182.300048828125
2022-10-10,2158.10009765625
2022-10-11,2140.60009765625
2022-10-12,2126.60009765625
2022-10-13,2107.39990234375
2022-10-14,1987.5
2022-10-17,1990.0999755859375
2022-10-18,2004.0999755859375
2022-10-19,1985.699951171875
2022-10-20,2069.800048828125
2022-10-21,1995.699951171875
2022-10-24,1958.0
2022-10-25,1909.0
2022-10-26,1950.699951171875
2022-10-27,1928.4000244140625
2022-10-28,1894.5999755859375
2022-10-31,1829.0999755859375
2022-11-01,1874.4000244140625
2022-11-02,1847.5
2022-11-03,1795.5
2022-11-04,1836.9000244140625
2022-11-07,1894.9000244140625
2022-11-08,1930.0
2022-11-09,1856.5999755859375
2022-11-10,1951.5999755859375
2022-11-11,2023.9000244140625
2022-11-14,2036.9000244140625
2022-11-15,2075.699951171875
2022-11-16,2078.699951171875
2022-11-17,2007.4000244140625
2022-11-18,1936.300048828125
2022-11-21,1850.4000244140625
2022-11-22,1854.9000244140625
2022-11-23,1873.300048828125
2022-11-25,1818.9000244140625
2022-11-28,1834.5
2022-11-29,1816.5
2022-11-30,1845.0
2022-12-01,1924.5999755859375
2022-12-02,1879.4000244140625
2022-12-05,1839.5999755859375
2022-12-06,1829.0999755859375
2022-12-07,1831.9000244140625
2022-12-08,1908.4000244140625
2022-12-09,1946.4000244140625
2022-12-12,1861.699951171875
2022-12-13,1914.300048828125
2022-12-14,1899.699951171875
2022-12-15,1791.199951171875
2022-12-16,1684.199951171875
2022-12-19,1642.5
2022-12-20,1711.0999755859375
2022-12-21,1644.4000244140625
2022-12-22,1650.0
2022-12-23,1710.199951171875
2022-12-27,1804.5
2022-12-28,1763.199951171875
2022-12-29,1807.9000244140625
2022-12-30,1789.300048828125
2023-01-03,1684.199951171875
2023-01-04,1788.0
2023-01-05,1724.0
2023-01-06,1798.0
2023-01-09,1766.699951171875
2023-01-10,1768.300048828125
2023-01-11,1771.300048828125
2023-01-12,1781.0999755859375
2023-01-13,1777.5
2023-01-17,1724.199951171875
2023-01-18,1696.199951171875
2023-01-19,1759.0
2023-01-20,1713.699951171875
2023-01-23,1692.9000244140625
2023-01-24,1727.0
2023-01-25,1679.4000244140625
2023-01-26,1655.300048828125
2023-01-27,1591.199951171875
2023-01-30,1622.0
2023-01-31,1644.5
2023-02-01,1628.800048828125
2023-02-02,1638.800048828125
2023-02-03,1614.5999755859375
2023-02-06,1575.5999755859375
2023-02-07,1638.5999755859375
2023-02-08,1632.9000244140625
2023-02-09,1613.699951171875
2023-02-10,1521.9000244140625
2023-02-13,1533.5
2023-02-14,1463.199951171875
2023-02-15,1441.5
2023-02-16,1522.699951171875
2023-02-17,1489.5
2023-02-21,1517.699951171875
2023-02-22,1479.199951171875
2023-02-23,1425.5999755859375
2023-02-24,1374.300048828125
2023-02-27,1410.5
2023-02-28,1404.4000244140625
2023-03-01,1421.699951171875
2023-03-02,1428.9000244140625
2023-03-03,1431.199951171875
2023-03-06,1407.4000244140625
2023-03-07,1353.699951171875
2023-03-08,1346.4000244140625
2023-03-09,1359.4000244140625
2023-03-10,1348.0999755859375
2023-03-13,1461.699951171875
2023-03-14,1503.5
2023-03-15,1430.5999755859375
2023-03-16,1395.800048828125
2023-03-17,1372.199951171875
2023-03-20,1386.5
2023-03-21,1369.300048828125
2023-03-22,1433.300048828125
2023-03-23,1421.4000244140625
2023-03-24,1403.300048828125
2023-03-27,1392.9000244140625
2023-03-28,1403.5
2023-03-29,1425.9000244140625
2023-03-30,1464.5999755859375
2023-03-31,1466.0
2023-04-03,1456.0
2023-04-04,1452.4000244140625
2023-04-05,1422.0
2023-04-06,1459.0999755859375
2023-04-10,1404.300048828125
2023-04-11,1440.300048828125
2023-04-12,1452.5999755859375
2023-04-13,1492.300048828125
2023-04-14,1493.0
2023-04-17,1557.199951171875
2023-04-18,1639.5999755859375
2023-04-19,1615.5
2023-04-20,1585.4000244140625
2023-04-21,1604.0999755859375
2023-04-24,1531.0999755859375
2023-04-25,1477.5999755859375
2023-04-26,1505.0999755859375
2023-04-27,1500.4000244140625
2023-04-28,1517.9000244140625
2023-05-01,1454.800048828125
2023-05-02,1429.0
2023-05-03,1424.800048828125
2023-05-04,1449.5999755859375
2023-05-05,1494.800048828125
2023-05-08,1571.4000244140625
2023-05-09,1587.699951171875
2023-05-10,1613.0999755859375
2023-05-11,1562.0
2023-05-12,1521.800048828125
2023-05-15,1538.300048828125
2023-05-16,1507.5999755859375
2023-05-17,1492.9000244140625
2023-05-18,1458.199951171875
2023-05-19,1531.800048828125
2023-05-22,1500.199951171875
2023-05-23,1454.699951171875
2023-05-24,1406.0999755859375
2023-05-25,1423.5999755859375
2023-05-26,1431.5
2023-05-30,1378.5999755859375
2023-05-31,1340.9000244140625
2023-06-01,1375.9000244140625
2023-06-02,1386.800048828125
2023-06-05,1395.5
2023-06-06,1396.5999755859375
2023-06-07,1372.699951171875
2023-06-08,1343.0999755859375
2023-06-09,1289.5999755859375
2023-06-12,1325.9000244140625
2023-06-13,1344.0999755859375
2023-06-14,1387.9000244140625
2023-06-15,1383.0
2023-06-16,1401.800048828125
2023-06-20,1363.199951171875
2023-06-21,1335.5
2023-06-22,1261.699951171875
2023-06-23,1268.0999755859375
2023-06-26,1291.800048828125
2023-06-27,1283.199951171875
2023-06-28,1236.0
2023-06-29,1218.800048828125
2023-06-30,1213.4000244140625
2023-07-03,1218.4000244140625
2023-07-05,1249.300048828125
2023-07-06,1230.800048828125
2023-07-07,1236.5
2023-07-10,1228.0999755859375
2023-07-11,1239.300048828125
2023-07-12,1271.199951171875
2023-07-13,1283.199951171875
2023-07-14,1257.800048828125
2023-07-17,1276.199951171875
2023-07-18,1311.5999755859375
2023-07-19,1302.5
2023-07-20,1270.4000244140625
2023-07-21,1281.5999755859375
2023-07-24,1263.9000244140625
2023-07-25,1276.300048828125
2023-07-26,1251.0
2023-07-27,1231.699951171875
2023-07-28,1228.699951171875
2023-07-31,1264.699951171875
2023-08-01,1226.199951171875
2023-08-02,1230.9000244140625
2023-08-03,1246.5
2023-08-04,1253.699951171875
2023-08-07,1225.300048828125
2023-08-08,1207.199951171875
2023-08-09,1220.5999755859375
2023-08-10,1294.5999755859375
2023-08-11,1298.199951171875
2023-08-14,1262.0
2023-08-15,1227.699951171875
2023-08-16,1201.5
2023-08-17,1209.5999755859375
2023-08-18,1249.0999755859375
2023-08-21,1228.199951171875
2023-08-22,1253.9000244140625
2023-08-23,1270.5
2023-08-24,1233.699951171875
2023-08-25,1218.199951171875
2023-08-28,1245.4000244140625
2023-08-29,1232.800048828125
2023-08-30,1216.9000244140625
2023-08-31,1207.800048828125
2023-09-01,1217.199951171875
2023-09-05,1204.0
2023-09-06,1200.4000244140625
2023-09-07,1205.9000244140625
2023-09-08,1183.199951171875
2023-09-11,1210.0999755859375
2023-09-12,1236.199951171875
2023-09-13,1252.199951171875
2023-09-14,1246.9000244140625
2023-09-15,1243.800048828125
2023-09-18,1236.699951171875
2023-09-19,1257.0999755859375
2023-09-20,1271.5999755859375
2023-09-21,1260.0
2023-09-22,1245.199951171875
2023-09-25,1223.300048828125
2023-09-26,1217.0
2023-09-27,1215.0
2023-09-28,1277.9000244140625
2023-09-29,1255.199951171875
2023-10-02,1205.0999755859375
2023-10-03,1193.4000244140625
2023-10-04,1172.699951171875
2023-10-05,1145.800048828125
2023-10-06,1164.199951171875
2023-10-09,1135.4000244140625
2023-10-10,1162.4000244140625
2023-10-11,1173.9000244140625
2023-10-12,1139.300048828125
2023-10-13,1148.699951171875
2023-10-16,1138.800048828125
2023-10-17,1149.9000244140625
2023-10-18,1126.5
2023-10-19,1121.699951171875
2023-10-20,1104.0
2023-10-23,1132.0
2023-10-24,1130.699951171875
2023-10-25,1127.0
2023-10-26,1146.0
2023-10-27,1124.199951171875
2023-10-30,1134.4000244140625
2023-10-31,1122.199951171875
2023-11-01,1110.300048828125
2023-11-02,1106.699951171875
2023-11-03,1124.4000244140625
2023-11-06,1110.4000244140625
2023-11-07,1058.9000244140625
2023-11-08,1056.5
2023-11-09,1005.2000122070312
2023-11-10,974.9000244140625
2023-11-13,978.4000244140625
2023-11-14,1022.7000122070312
2023-11-15,1036.4000244140625
2023-11-16,1047.199951171875
2023-11-17,1056.5
2023-11-20,1089.9000244140625
2023-11-21,1093.0999755859375
2023-11-22,1054.199951171875
2023-11-24,1072.800048828125
2023-11-27,1060.5
2023-11-28,1057.4000244140625
2023-11-29,1026.5999755859375
2023-11-30,1009.0999755859375
2023-12-01,1000.0
2023-12-04,968.2999877929688
2023-12-05,930.2000122070312
2023-12-06,941.0999755859375
2023-12-07,970.5999755859375
2023-12-08,941.4000244140625
2023-12-11,955.0
2023-12-12,972.5
2023-12-13,959.5
2023-12-14,1111.699951171875
2023-12-15,1198.0999755859375
2023-12-18,1195.0999755859375
2023-12-19,1229.800048828125
2023-12-20,1215.4000244140625
2023-12-21,1216.699951171875
2023-12-22,1212.199951171875
2023-12-26,1177.9000244140625
2023-12-27,1144.800048828125
2023-12-28,1133.800048828125
2023-12-29,1104.0
2024-01-02,1079.0999755859375
2024-01-03,1065.9000244140625
2024-01-04,1033.0
2024-01-05,1032.300048828125
2024-01-08,993.9000244140625
2024-01-09,972.0
2024-01-10,990.4000244140625
2024-01-11,974.2999877929688
2024-01-12,972.4000244140625
2024-01-16,931.4000244140625
2024-01-17,913.2000122070312
2024-01-18,936.9000244140625
2024-01-19,941.7999877929688
2024-01-22,934.0
2024-01-23,939.0999755859375
2024-01-24,967.2999877929688
2024-01-25,936.4000244140625
2024-01-26,955.0999755859375
2024-01-29,974.2999877929688
2024-01-30,975.7999877929688
2024-01-31,992.9000244140625
2024-02-01,967.7000122070312
2024-02-02,945.7000122070312
2024-02-05,952.7999877929688
2024-02-06,948.0
2024-02-07,896.9000244140625
2024-02-08,888.5999755859375
2024-02-09,865.9000244140625
2024-02-12,893.5
2024-02-13,857.4000244140625
2024-02-14,930.7999877929688
2024-02-15,948.7000122070312
2024-02-16,948.7000122070312
2024-02-20,979.2999877929688
2024-02-21,946.0999755859375
2024-02-22,966.9000244140625
2024-02-23,985.2000122070312
2024-02-26,953.7000122070312
2024-02-27,939.0999755859375
2024-02-28,918.0
2024-02-29,933.5
2024-03-01,952.7999877929688
2024-03-04,964.9000244140625
2024-03-05,938.5999755859375
2024-03-06,1037.9000244140625
2024-03-07,1031.0
2024-03-08,1016.0
2024-03-11,1032.5999755859375
2024-03-12,1041.0999755859375
2024-03-13,1062.800048828125
2024-03-14,1071.800048828125
2024-03-15,1083.5
2024-03-18,1035.5999755859375
2024-03-19,993.9000244140625
2024-03-20,994.7000122070312
2024-03-21,1013.4000244140625
2024-03-22,992.7999877929688
2024-03-25,1007.7999877929688
2024-03-26,992.7000122070312
2024-03-27,979.0
2024-03-28,1009.5
2024-04-01,992.0
2024-04-02,992.2999877929688
2024-04-03,1009.7000122070312
2024-04-04,1029.300048828125
2024-04-05,995.4000244140625
2024-04-08,1038.5
2024-04-09,1074.0999755859375
2024-04-10,1051.699951171875
2024-04-11,1038.9000244140625
2024-04-12,1057.699951171875
2024-04-15,1042.0999755859375
2024-04-16,1029.4000244140625
2024-04-17,1029.0
2024-04-18,1037.5999755859375
2024-04-19,1025.5
2024-04-22,1014.7000122070312
2024-04-23,1025.9000244140625
2024-04-24,1007.4000244140625
2024-04-25,981.0999755859375
2024-04-26,957.4000244140625
2024-04-29,976.7000122070312
2024-04-30,951.9000244140625
2024-05-01,947.7000122070312
2024-05-02,938.2000122070312
2024-05-03,947.5
2024-05-06,982.2999877929688
2024-05-07,978.7999877929688
2024-05-08,955.4000244140625
2024-05-09,970.4000244140625
2024-05-10,980.7999877929688
2024-05-13,964.9000244140625
2024-05-14,981.5
2024-05-15,1014.0999755859375
2024-05-16,997.5
2024-05-17,1009.9000244140625
2024-05-20,1030.699951171875
2024-05-21,1029.4000244140625
2024-05-22,1002.9000244140625
2024-05-23,973.2999877929688
2024-05-24,969.0999755859375
2024-05-28,976.7000122070312
2024-05-29,963.0999755859375
2024-05-30,944.2999877929688
2024-05-31,899.2000122070312
2024-06-03,913.0
2024-06-04,910.2999877929688
2024-06-05,924.5
2024-06-06,923.7999877929688
2024-06-07,909.5
2024-06-10,896.4000244140625
2024-06-11,876.9000244140625
2024-06-12,899.7999877929688
2024-06-13,877.4000244140625
2024-06-14,890.5999755859375
2024-06-17,883.5999755859375
2024-06-18,880.9000244140625
2024-06-20,905.4000244140625
2024-06-21,918.0999755859375
2024-06-24,976.0999755859375
2024-06-25,933.7000122070312
2024-06-26,922.7000122070312
2024-06-27,927.5999755859375
2024-06-28,977.9000244140625
2024-07-01,972.4000244140625
2024-07-02,1020.2000122070312
2024-07-03,1034.199951171875
2024-07-05,1035.800048828125
2024-07-08,1011.5
2024-07-09,982.5
2024-07-10,987.5999755859375
2024-07-11,993.4000244140625
2024-07-12,969.0999755859375
2024-07-15,946.7000122070312
2024-07-16,953.0
2024-07-17,950.5
