Date,platino
2013-01-28,1661.199951171875
2013-01-29,1677.4000244140625
2013-01-30,1687.800048828125
2013-01-31,1673.9000244140625
2013-02-01,1686.199951171875
2013-02-04,1696.5999755859375
2013-02-05,1705.699951171875
2013-02-06,1736.5
2013-02-07,1722.300048828125
2013-02-08,1713.5
2013-02-11,1695.0
2013-02-12,1716.0999755859375
2013-02-13,1728.5999755859375
2013-02-14,1709.800048828125
2013-02-15,1676.5999755859375
2013-02-19,1696.4000244140625
2013-02-20,1646.0
2013-02-21,1618.9000244140625
2013-02-22,1606.300048828125
2013-02-25,1619.5999755859375
2013-02-26,1615.4000244140625
2013-02-27,1599.0
2013-02-28,1582.4000244140625
2013-03-01,1571.5
2013-03-04,1564.199951171875
2013-03-05,1583.699951171875
2013-03-06,1577.800048828125
2013-03-07,1593.0999755859375
2013-03-08,1601.9000244140625
2013-03-11,1599.199951171875
2013-03-12,1593.0
2013-03-13,1591.0999755859375
2013-03-14,1587.800048828125
2013-03-15,1591.4000244140625
2013-03-18,1578.199951171875
2013-03-19,1554.4000244140625
2013-03-20,1581.5
2013-03-21,1579.0999755859375
2013-03-22,1580.699951171875
2013-03-25,1582.4000244140625
2013-03-26,1566.0
2013-03-27,1579.800048828125
2013-03-28,1571.199951171875
2013-04-01,1596.4000244140625
2013-04-02,1571.800048828125
2013-04-03,1539.800048828125
2013-04-04,1516.699951171875
2013-04-05,1534.4000244140625
2013-04-08,1535.9000244140625
2013-04-09,1552.0
2013-04-10,1529.199951171875
2013-04-11,1535.199951171875
2013-04-12,1495.300048828125
2013-04-15,1424.199951171875
2013-04-16,1450.0
2013-04-17,1434.800048828125
2013-04-18,1428.4000244140625
2013-04-19,1423.300048828125
2013-04-22,1435.800048828125
2013-04-23,1416.800048828125
2013-04-24,1429.800048828125
2013-04-25,1462.800048828125
2013-04-26,1475.199951171875
2013-04-29,1505.5999755859375
2013-04-30,1505.4000244140625
2013-05-01,1468.699951171875
2013-05-02,1500.699951171875
2013-05-03,1501.699951171875
2013-05-06,1508.199951171875
2013-05-07,1481.699951171875
2013-05-08,1505.4000244140625
2013-05-09,1516.5
2013-05-10,1486.0
2013-05-13,1484.5
2013-05-14,1501.9000244140625
2013-05-15,1490.699951171875
2013-05-16,1485.5999755859375
2013-05-17,1468.0
2013-05-20,1484.5999755859375
2013-05-21,1458.4000244140625
2013-05-22,1469.199951171875
2013-05-23,1457.199951171875
2013-05-24,1451.9000244140625
2013-05-28,1460.5999755859375
2013-05-29,1451.800048828125
2013-05-30,1481.5
2013-05-31,1460.5999755859375
2013-06-03,1496.199951171875
2013-06-04,1489.9000244140625
2013-06-05,1509.4000244140625
2013-06-06,1528.0999755859375
2013-06-07,1501.4000244140625
2013-06-10,1505.699951171875
2013-06-11,1479.0
2013-06-12,1481.4000244140625
2013-06-13,1446.199951171875
2013-06-14,1446.5
2013-06-17,1434.0999755859375
2013-06-18,1439.4000244140625
2013-06-19,1423.199951171875
2013-06-20,1363.0999755859375
2013-06-21,1362.5
2013-06-24,1328.0999755859375
2013-06-25,1350.0
2013-06-26,1303.699951171875
2013-06-27,1325.199951171875
2013-06-28,1336.9000244140625
2013-07-01,1379.199951171875
2013-07-02,1366.300048828125
2013-07-03,1345.300048828125
2013-07-05,1324.9000244140625
2013-07-08,1360.5
2013-07-09,1367.0999755859375
2013-07-10,1368.0999755859375
2013-07-11,1421.0999755859375
2013-07-12,1409.5999755859375
2013-07-15,1422.5
2013-07-16,1426.0999755859375
2013-07-17,1411.5999755859375
2013-07-18,1413.300048828125
2013-07-19,1429.699951171875
2013-07-22,1447.0
2013-07-23,1442.0999755859375
2013-07-24,1455.199951171875
2013-07-25,1447.0
2013-07-26,1421.9000244140625
2013-07-29,1441.800048828125
2013-07-30,1436.5999755859375
2013-07-31,1428.4000244140625
2013-08-01,1442.9000244140625
2013-08-02,1450.5999755859375
2013-08-05,1447.199951171875
2013-08-06,1426.9000244140625
2013-08-07,1437.4000244140625
2013-08-08,1490.699951171875
2013-08-09,1499.699951171875
2013-08-12,1497.800048828125
2013-08-13,1498.800048828125
2013-08-14,1504.300048828125
2013-08-15,1531.4000244140625
2013-08-16,1526.699951171875
2013-08-19,1508.0999755859375
2013-08-20,1524.5999755859375
2013-08-21,1518.199951171875
2013-08-22,1539.199951171875
2013-08-23,1540.699951171875
2013-08-26,1543.5999755859375
2013-08-27,1531.199951171875
2013-08-28,1539.199951171875
2013-08-29,1521.5
2013-08-30,1526.199951171875
2013-09-03,1537.300048828125
2013-09-04,1493.800048828125
2013-09-05,1481.199951171875
2013-09-06,1494.800048828125
2013-09-09,1482.0999755859375
2013-09-10,1473.199951171875
2013-09-11,1472.5999755859375
2013-09-12,1441.800048828125
2013-09-13,1443.5999755859375
2013-09-16,1440.5999755859375
2013-09-17,1421.800048828125
2013-09-18,1424.5999755859375
2013-09-19,1472.4000244140625
2013-09-20,1432.0999755859375
2013-09-23,1425.4000244140625
2013-09-24,1418.300048828125
2013-09-25,1428.300048828125
2013-09-26,1410.199951171875
2013-09-27,1414.9000244140625
2013-09-30,1408.0999755859375
2013-10-01,1381.699951171875
2013-10-02,1389.800048828125
2013-10-03,1369.5
2013-10-04,1384.699951171875
2013-10-07,1398.5999755859375
2013-10-08,1400.199951171875
2013-10-09,1379.5
2013-10-10,1392.300048828125
2013-10-11,1372.0
2013-10-14,1380.5999755859375
2013-10-15,1380.4000244140625
2013-10-16,1395.199951171875
2013-10-17,1431.9000244140625
2013-10-18,1434.800048828125
2013-10-21,1435.699951171875
2013-10-22,1447.800048828125
2013-10-23,1436.699951171875
2013-10-24,1453.300048828125
2013-10-25,1452.5
2013-10-28,1470.0999755859375
2013-10-29,1459.0999755859375
2013-10-30,1477.4000244140625
2013-10-31,1445.9000244140625
2013-11-01,1449.4000244140625
2013-11-04,1453.9000244140625
2013-11-05,1447.699951171875
2013-11-06,1465.5999755859375
2013-11-07,1455.0
2013-11-08,1441.0999755859375
2013-11-11,1430.5999755859375
2013-11-12,1437.800048828125
2013-11-13,1430.199951171875
2013-11-14,1442.300048828125
2013-11-15,1437.0999755859375
2013-11-18,1409.199951171875
2013-11-19,1418.0999755859375
2013-11-20,1397.800048828125
2013-11-21,1389.9000244140625
2013-11-22,1380.9000244140625
2013-11-25,1376.0
2013-11-26,1370.4000244140625
2013-11-27,1351.199951171875
2013-11-29,1367.9000244140625
2013-12-02,1345.9000244140625
2013-12-03,1354.9000244140625
2013-12-04,1375.0999755859375
2013-12-05,1362.5999755859375
2013-12-06,1355.4000244140625
2013-12-09,1367.5999755859375
2013-12-10,1387.800048828125
2013-12-11,1384.300048828125
2013-12-12,1363.5
2013-12-13,1362.0
2013-12-16,1359.199951171875
2013-12-17,1343.699951171875
2013-12-18,1342.199951171875
2013-12-19,1318.0
2013-12-20,1331.9000244140625
2013-12-23,1327.300048828125
2013-12-24,1336.4000244140625
2013-12-26,1362.5999755859375
2013-12-27,1375.9000244140625
2013-12-30,1364.0
2013-12-31,1371.0999755859375
2014-01-02,1401.9000244140625
2014-01-03,1411.5
2014-01-06,1413.699951171875
2014-01-07,1412.699951171875
2014-01-08,1412.199951171875
2014-01-09,1417.699951171875
2014-01-10,1434.699951171875
2014-01-13,1441.9000244140625
2014-01-14,1431.9000244140625
2014-01-15,1427.0999755859375
2014-01-16,1430.0
2014-01-17,1452.5999755859375
2014-01-21,1452.0
2014-01-22,1460.9000244140625
2014-01-23,1461.699951171875
2014-01-24,1427.0999755859375
2014-01-27,1419.4000244140625
2014-01-28,1407.699951171875
2014-01-29,1406.4000244140625
2014-01-30,1380.699951171875
2014-01-31,1374.0999755859375
2014-02-03,1385.0
2014-02-04,1371.800048828125
2014-02-05,1377.699951171875
2014-02-06,1373.300048828125
2014-02-07,1377.5999755859375
2014-02-10,1384.300048828125
2014-02-11,1386.199951171875
2014-02-12,1405.699951171875
2014-02-13,1415.0
2014-02-14,1428.5
2014-02-18,1422.9000244140625
2014-02-19,1422.9000244140625
2014-02-20,1410.9000244140625
2014-02-21,1426.300048828125
2014-02-24,1440.199951171875
2014-02-25,1441.699951171875
2014-02-26,1428.199951171875
2014-02-27,1452.800048828125
2014-02-28,1446.199951171875
2014-03-03,1460.0999755859375
2014-03-04,1463.5
2014-03-05,1476.0
2014-03-06,1486.199951171875
2014-03-07,1483.0
2014-03-10,1476.5999755859375
2014-03-11,1464.0
2014-03-12,1475.699951171875
2014-03-13,1478.800048828125
2014-03-14,1469.0
2014-03-17,1467.800048828125
2014-03-18,1461.199951171875
2014-03-19,1451.199951171875
2014-03-20,1434.300048828125
2014-03-21,1435.5
2014-03-24,1430.699951171875
2014-03-25,1420.4000244140625
2014-03-26,1406.0
2014-03-27,1396.699951171875
2014-03-28,1404.699951171875
2014-03-31,1418.5
2014-04-01,1428.0
2014-04-02,1437.0999755859375
2014-04-03,1443.800048828125
2014-04-04,1449.4000244140625
2014-04-07,1426.300048828125
2014-04-08,1439.800048828125
2014-04-09,1437.0
2014-04-10,1458.4000244140625
2014-04-11,1461.5999755859375
2014-04-14,1466.800048828125
2014-04-15,1444.0999755859375
2014-04-16,1437.199951171875
2014-04-17,1428.0999755859375
2014-04-21,1400.0
2014-04-22,1399.5999755859375
2014-04-23,1403.199951171875
2014-04-24,1408.0999755859375
2014-04-25,1422.800048828125
2014-04-28,1418.199951171875
2014-04-29,1430.0999755859375
2014-04-30,1426.5999755859375
2014-05-01,1426.199951171875
2014-05-02,1439.699951171875
2014-05-05,1447.4000244140625
2014-05-06,1457.0999755859375
2014-05-07,1433.800048828125
2014-05-08,1437.0999755859375
2014-05-09,1428.9000244140625
2014-05-12,1440.9000244140625
2014-05-13,1454.699951171875
2014-05-14,1484.9000244140625
2014-05-15,1469.0999755859375
2014-05-16,1465.300048828125
2014-05-19,1469.4000244140625
2014-05-20,1468.0999755859375
2014-05-21,1482.300048828125
2014-05-22,1495.5
2014-05-23,1475.199951171875
2014-05-27,1464.699951171875
2014-05-28,1465.0999755859375
2014-05-29,1462.0999755859375
2014-05-30,1454.699951171875
2014-06-02,1438.699951171875
2014-06-03,1435.5
2014-06-04,1435.9000244140625
2014-06-05,1447.0999755859375
2014-06-06,1455.0
